chapter,number,stem,option_a,option_b,option_c,option_d,option_e,answer
第11章 免疫性疾病,1,急性坏死性小动脉、细动脉炎是基本病症变；活动期病变以纤维素样坏死为主，慢性期血管壁纤维化明显，管腔狭窄，血管()周围淋巴细胞浸润伴水肿及基质增加。A. 上行性感染(1)皮肤：蝶形红斑的形成。皮损多见于面B.血源性感染部，两颧及鼻梁有红色斑，并互相连接成C.边缘清楚的蝴蝶形红斑，镜下见表皮有萎D.医源性感染缩、角化过度、毛囊角栓形成、基底细胞E. 多途径感染,肺炎杆菌,,肾小球代偿性肥大,肾小管管腔内见淋巴细胞,,E
第11章 免疫性疾病,2,引起肾盂肾炎最主要的病原菌是()A.肺炎杆菌(4)关节：95%的病例受累。表现为滑膜充B.葡萄球菌血水肿，单核细胞、淋巴细胞浸润等，紧C.链球菌接上皮处浅表部位的结缔组织内可出现D.副大肠杆菌,体积缩小,,,颜色苍白,大肠杆菌,E
第11章 免疫性疾病,3,自身免疫性疾病通常包括以下几类：①B.质地变硬系统性红斑狼疮②类风湿性关节炎③口C.肾内小动脉硬化D.颜色苍白17.①患者有明显的家族倾向性，不少与E.表面有不规则凹陷性疤痕HLA 抗原有关。②血液中存在高滴度自身195. 急性链球菌感染后的肾小球肾炎属抗体和(或)能与自身组织成分起反应的致于：敏淋巴细胞。③病程反复发作，好发于女,毛细血管内增生性肾小球肾炎,,系膜增生性肾小球肾炎,,,B
第13章 生殖系统疾病,1,儿童男性生殖系统中最常见的肿瘤是C. 子宫颈的储备细胞()D. 以上都可以,畸胎瘤E. 以上都不是,精原细胞瘤5.子宫颈癌的癌前病变是(,胚胎性癌A. 宫颈息肉,内胚窦瘤B. 腺体潴留性囊肿,阴茎癌,C
第13章 生殖系统疾病,2,乳腺桔皮样外观最常见于(),浸润性小叶癌,浸润性导管癌C. 宫颈上皮鳞状化生,小叶原位癌D. 宫颈上皮异型增生,典型髓样癌E. 宫颈肥厚,导管内原位癌,E
第13章 生殖系统疾病,3,最常见的前列腺癌是()C. 盆腔检查,黏液腺癌D. 宫颈刮片细胞学检查,移行细胞癌E. 宫颈活检病理切片诊断,腺癌,,,C
第13章 生殖系统疾病,4,子宫颈癌的组织发生可来源于B. 细胞具有异型性,发病高峰为45岁,,累及上皮全层,细胞增生活跃、层数增多,增生细胞表层为不全角化层,B
第13章 生殖系统疾病,5,下列关于子宫颈癌的描述，错误的是(),发病高峰为45岁,小叶原位癌,中分化鳞癌最多见,几乎所有的子宫颈癌均来源于子宫颈,早期即可侵犯膀胱和直肠,E
第13章 生殖系统疾病,6,乳腺癌最常见的类型为(),导管内癌,小叶原位癌,浸润性导管癌,,髓样癌,D
第13章 生殖系统疾病,7,乳腺癌最常发生于乳房的(),外上象限,外下象限,内上象限,,中央部,E
第13章 生殖系统疾病,8,子宫颈原位癌与不典型增生的鉴别主要D. 内下象限,非增生性纤维囊性变,,,,中央部,D
第13章 生殖系统疾病,9,乳腺导管上皮,卵巢癌,,腺泡上皮,,,C
第13章 生殖系统疾病,10,导管原位癌,子宫腺肌瘤,乳腺纤维腺瘤,早期浸润癌,小叶原位癌,小叶浸润癌,C
第13章 生殖系统疾病,11,乳腺最常见的良性肿瘤是(,,卵巢,子宫肌壁内形成平滑肌增生的结节限,子宫肌壁内出现子宫内膜及腺体,阴道,B
第13章 生殖系统疾病,12,关于乳腺粉刺癌的描述，正确的是16.女性生殖系统中最常见的良性肿瘤为17.子宫腺肌病主要的病理学特征是,,早期浸润癌,子宫肌壁内形成平滑肌增生的结节限,子宫肌壁内出现子宫内膜及腺体,子宫内膜腺体出现于其他器官的肌层,D
第13章 生殖系统疾病,13,女性，45岁，主诉有阴道不规则流血及分泌物带血等症状，妇科检查见宫颈稍肥厚，病理学检查为鳞状细胞癌。作子宫颈癌根治术。光镜检查见部分癌细胞已突破基底膜向下浸润达2cm。分析其属于哪)能诊断为(,子宫颈内口,早期浸润癌,内生浸润型癌,外生菜花型癌,溃疡型癌,E
第13章 生殖系统疾病,14,子宫颈癌多开始发生于(),子宫颈内口,子宫颈外口上皮移行区(,子宫颈管,子宫颈前唇近阴道部B. 卵巢,子宫颈后唇分泌物浸渍处,C
第13章 生殖系统疾病,15,子宫内膜异位症最多见的部位是D. 腹腔),子宫腺肌病,核分裂象可见,盆腔淋巴结,子宫直肠陷凹下,间质减少,A
第13章 生殖系统疾病,16,鉴别高分化子宫内膜腺癌与子宫内膜异型增生的主要诊断依据是(),腺体排列拥挤，呈不规则形,核分裂象可见,上皮细胞具异型性(,有间质浸润A. 峡部,间质减少,A
第13章 生殖系统疾病,17,女性，53岁，阴道不规则流血，超声显像见子宫浆膜下、肌壁和黏膜有多个大D. 伞端小不等结节，最可能诊断是(),子宫内膜癌,绒毛膜癌(,侵蚀性葡萄胎,子宫平滑肌瘤,子宫内膜异位症,C
第13章 生殖系统疾病,18,下列关于子宫颈上皮非典型增生的描述，错误的是(),重度非典型增生和原位癌没有明显界,好发部位是鳞、柱状细胞交界带,非典型增生如合并感染 HPV-16、18、,细胞来源为移行带柱状上皮,宫颈浸润癌的形成并非均通过上皮非,D
第13章 生殖系统疾病,19,女性，30岁，右下腹发现包块已3月，手术见右侧卵巢被一囊性肿物取代。囊内充满皮脂样物、毛发及牙齿。该肿块最可),囊腺瘤,囊腺癌,畸胎瘤,无性细胞瘤,内胚窦瘤,E
第13章 生殖系统疾病,20,异位妊娠最常发生的部位是),子宫颈,可以单发或多发,输卵管,瘤组织常呈灰白色、编织状或漩涡状,子宫肌层内,A
第13章 生殖系统疾病,21,下列哪一项不符合子宫肌瘤的病理学),可以发生在子宫壁内、浆膜下或黏膜,可以单发或多发,具有明显的包膜,瘤组织常呈灰白色、编织状或漩涡状,瘤细胞与正常平滑肌细胞相似,B
第13章 生殖系统疾病,22,输卵管妊娠最常见的部位是),子宫颈癌,壶腹部,间质部,卵巢胚胎性癌,漏斗部,C
第13章 生殖系统疾病,23,下列哪种肿瘤易发生腹腔和盆腔种植),子宫颈癌,子宫绒毛膜癌,卵巢畸胎瘤,卵巢胚胎性癌,卵巢黏液性囊腺癌,E
第13章 生殖系统疾病,24,卵巢生殖细胞瘤中最常见的是),不成熟畸胎瘤,卵巢胚胎性癌,无性细胞瘤,成熟型畸胎瘤,内胚窦瘤,C
第13章 生殖系统疾病,25,下列哪项不是绒癌的特征(),子宫肌层内可见侵蚀的绒毛,呈暗红色、出血坏死的肿块,主要为血道转移,可有阴道结节出现,刮宫后 HCG 不恢复正常,B
第13章 生殖系统疾病,26,绒毛膜癌最常转移至(,阴道,肺,骨,脑,肝,D
第13章 生殖系统疾病,27,葡萄胎来源于何种细胞(,蜕膜细胞,胎盘内血管内皮细胞,子宫内膜细胞,滋养层细胞,原始生殖细胞,E
第13章 生殖系统疾病,28,关于前列腺肥大哪种说法是错误的(),与雄激素和雌激素平衡失调有关,增大的前列腺呈结节状，切面筛孔状,前列腺的腺体、平滑肌和纤维组织不,腺腔内可见淀粉样小体,是一种肿瘤性疾病,C
第13章 生殖系统疾病,29,前列腺增生症对人体最大的危害在于(),引起性功能障碍,使内分泌紊乱,引起排尿困难,易恶变,以上都不是,B
第13章 生殖系统疾病,30,以下关于前列腺增生症的描述，错误的是(),常见于老年人,多发生于前列腺的尿道周围及移行区,呈结节状增生,早期结节由增生的腺体和纤维组织组,与前列腺癌无直接关系,D
第13章 生殖系统疾病,31,侵蚀性葡萄胎与良性葡萄胎的主要不同点是(),可见胎盘绒毛间质水肿、增大,滋养层细胞增生，具有异型性,绒毛结构消失,绒毛侵犯子宫壁深肌层,间质血管消失,E
第13章 生殖系统疾病,32,Krukenberg 瘤是指(,卵巢黏液性囊腺瘤恶变,卵巢乳头状腺癌,卵巢腺癌伴广泛转移,卵巢转移性黏液癌,卵巢转移性子宫内膜癌,D
第13章 生殖系统疾病,33,恶性与良性葡萄胎的相同点在于),可见胎盘绒毛组织,明显的出血坏死,侵犯肌层内,发生阴道结节,可有远隔脏器转移,B
第13章 生殖系统疾病,34,成熟畸胎瘤镜下最常见的组织为),甲状腺,皮肤组织、脂肪,骨、软骨,胃肠,神经,E
第13章 生殖系统疾病,35,子宫颈早期浸润癌是指(,癌细胞未突破基底膜,癌细胞未突破基底膜，但已累及腺体,癌浸润深度不超过基底膜下 5mm,癌浸润深度不超过基底膜下1mm,癌浸润深度不超过基底膜下1cm,B
第13章 生殖系统疾病,36,下列关于子宫颈原位癌的描述，哪项是错误的(),预后良好,阴道脱落细胞涂片检查阳性,局部淋巴结无转移,累及腺体时称为浸润癌,癌细胞未突破上皮基底膜,D
第13章 生殖系统疾病,37,下列关于良性畸胎瘤的描述，正确的是),也称为不成熟畸胎瘤,来源于生殖细胞,一般体积较小，实性多见,镜下可见菊形团神经管样神经上皮,无恶变可能,D
第13章 生殖系统疾病,38,下列关CIN的描述，错误的是),CIN 属于癌前病变,CINIII级即原位癌,HBV,,MCV,E
第13章 生殖系统疾病,39,尖锐湿疣的病因是(),HPV 感染,HSV 感染,MCV 感染,与梅毒有关,细菌感染,C
第13章 生殖系统疾病,40,子宫颈上皮不典型增生是一种),恶性肿瘤病变,良性肿瘤病变,炎症性病变,癌前病变,组织损伤性病变,C
第13章 生殖系统疾病,41,子宫颈癌与下列何种病毒感染有关）47.下列关于慢性子宫颈炎的描述，错误的),多发生于流产、分娩后,宫颈上皮可有不同程度的增生、化生,子宫颈腺体囊肿形成,宫颈息肉，其恶性率较高,间质内常无明显炎症现象,B
第13章 生殖系统疾病,42,子宫颈上皮不典型增生是指子宫颈上皮层内有异型细胞增生，分轻度、中度、重32.D37.D33.E38.A34.C39.B35.D40.C36.D41.D为浸润癌。,乳头状癌,髓样癌,滤泡癌,,,B
第14章 内分泌系统疾病,1,由滤泡旁细胞发生的甲状腺癌是),小细胞型,梭形细胞型,巨细胞型,小细胞型未分化癌,巨细胞型未分化癌,B
第14章 内分泌系统疾病,2,下列哪项不是未分化甲状腺腺癌的类型(),小细胞型,梭形细胞型,巨细胞型,髓样癌,混合细胞型,D
第14章 内分泌系统疾病,3,地方性甲状腺肿的最主要原因是(),致甲状腺肿物质,缺碘,甲状腺刺激免疫球蛋白,遗传,碘摄入过高,B
第14章 内分泌系统疾病,4,按垂体腺瘤功能分类，以哪种类型最多见(),生长激素细胞腺瘤,催乳素细胞腺瘤,促肾上腺皮质激素细胞腺瘤,促性腺激素细胞腺瘤,促甲状腺素细胞腺瘤,B
第14章 内分泌系统疾病,5,非毒性甲状腺肿胶质贮积期的主要病变是(),甲状腺不均匀性肿大,滤泡高度扩张，内含大量胶质，上皮,滤泡上皮呈高柱状，间质充血,甲状腺形成结节,滤泡上皮明显增生，呈立方形，伴小,B
第14章 内分泌系统疾病,6,关于结节性甲状腺肿的叙述，下列哪项是正确的(),结节常为单个,结节边界清楚，有完整包膜,甲状腺滤泡小而一致，排列拥挤,甲状腺滤泡过度扩大，滤泡上皮增生,结节内甲状腺与周围不一致，周围组,D
第14章 内分泌系统疾病,7,少年及成年人甲状腺功能低下表现为(),黏液水肿,克汀病,结节性甲状腺肿,Cushing 综合征,,A
第14章 内分泌系统疾病,8,关于克汀病的叙述，下列哪项是正确的),甲状腺肿大,骨骼发育异常，身材高大,大脑发育不全，智力低下,基础代谢增强,血中有抗甲状腺自身抗体,C
第14章 内分泌系统疾病,9,甲状腺腺瘤与结节性甲状腺肿的主要),发病年龄和性别不同,有无完整的包膜，瘤内组织结构是否,结节的数目不同,滤泡中有无胶质,前者肿块为单个，大小不超过3cm,B
第14章 内分泌系统疾病,10,颈中部淋巴结转移性肿瘤灶中可见淀粉样物，首先考虑的原发灶是）,鼻咽泡状核细胞癌,甲状腺髓样癌,肺小细胞癌,甲状腺乳头状癌,甲状腺滤泡癌,B
第14章 内分泌系统疾病,11,下列哪项与甲状腺滤泡性癌有关),有无滤泡形成,包膜或血管有无肿瘤细胞浸润,有无完整的包膜,多发于青少年,以上均不是,B
第14章 内分泌系统疾病,12,间质中出现有助于诊断的砂粒体的甲),滤泡性腺癌,,,,混合细胞癌,B
第14章 内分泌系统疾病,13,出现毛玻璃状核的甲状腺癌是),滤泡性腺癌,,,,梭形细胞癌,B
第14章 内分泌系统疾病,14,下列哪项不是甲状腺乳头状癌的特点(移病灶,癌细胞排列成不规则的乳头,癌细胞胞核呈透明或毛玻璃状,恶性程度高,间质中有砂粒体,肉瘤,C
第14章 内分泌系统疾病,15,关于甲状腺乳头状癌的叙述，下列哪项是不正确的(),为最多见的甲状腺癌,青少年女性多见,本癌发现时约 50%已有颈淋巴结转移，,生长较慢，预后较好,有时原发灶很小，临床上首先发现转,C
第14章 内分泌系统疾病,16,甲状腺滤泡性腺瘤和滤泡癌的鉴别诊断最重要的是(),滤泡大小,被膜是否受侵犯,包膜和血管是否受侵犯,淋巴结是否有转移,远处器官是否有转移,C
第14章 内分泌系统疾病,17,甲状腺恶性肿瘤中生长慢，恶性程度低，发病率最高的是(),滤泡性癌,乳头状腺癌,髓样癌,未分化癌,佝偻病,B
第14章 内分泌系统疾病,18,新生儿或幼儿时期甲状腺功能低下，表),黏液水肿,弥漫性增生性甲状腺肿,弥漫性胶样甲状腺肿,克汀病,佝偻病,D
第14章 内分泌系统疾病,19,下列哪项不是胰岛素依赖型糖尿病胰岛的镜下改变(),胰岛变小数量减少,胰岛细胞进行性破坏，胰岛细胞数减,胰岛细胞间，毛细血管基底膜有淀粉,胰岛及周围间质内见大量淋巴细胞浸,有胰岛纤维化,C
第14章 内分泌系统疾病,20,下列哪项不是非胰岛素依赖型糖尿病的特点(),患者年龄在40岁以上,早期就有胰岛B细胞破坏和减少，血,无自身免疫反应的表现,肥胖是重要因素,常见胰岛淀粉样变性,B
第14章 内分泌系统疾病,21,Ⅱ型糖尿病,肥胖,,Ⅰ型和Ⅱ型糖尿病,,继发性糖尿病,C
第14章 内分泌系统疾病,22,肾功能不全,满月脸容貌,,肝脂肪变性,,肿瘤,C
第14章 内分泌系统疾病,23,无抗胰岛细胞抗体,慢性淋巴细胞性甲状腺炎,毒性甲状腺肿,胰岛数目正常或轻度减少,血胰岛素水平明显降低,肥胖者多见,C
第14章 内分泌系统疾病,24,嗜铬细胞瘤最常见于(,肾上腺髓质,主动脉旁副节细胞,肾上腺皮质,甲状腺旁腺细胞,胰岛细胞,A
第14章 内分泌系统疾病,25,下列哪项不是甲状腺功能低下的原因(,甲状腺正常结构破坏，有大量的淋巴(,甲状腺滤泡萎缩，滤泡上皮常有嗜酸,病变向周围组织蔓延，粘连，质硬似D. 胶样腺瘤,,钙化,B
第14章 内分泌系统疾病,26,下列哪项不是桥本甲状腺炎的特点E. 以上均可,甲状腺正常结构破坏，有大量的淋巴(,甲状腺滤泡萎缩，滤泡上皮常有嗜酸,病变向周围组织蔓延，粘连，质硬似D. 胶样腺瘤,,,C
第14章 内分泌系统疾病,27,少年及成年人甲状腺功能低下表现为细胞组成78.能引起血中甲状腺素过多，导致甲状腺性度最低)79.下列哪项不是毒性甲状腺肿的临床表期病变特点。,结节内常见出血坏死囊性变,滤泡上皮有乳头状增生者癌变率高,严重者出现心脏肥大、扩张、心力衰,食欲下降，厌食,甲状腺弥漫对称性肿大,B
第14章 内分泌系统疾病,28,结节性甲状腺肿的病变应包括),结节内常见出血坏死囊性变,滤泡上皮有乳头状增生者癌变率高,结节周围可见完整的包膜,上皮细胞可见不典型增生,,A
第14章 内分泌系统疾病,29,间质内可见淀粉样物质的甲状腺癌是),甲状腺乳头状癌,甲状腺滤泡癌,甲状腺髓样癌,甲状腺未分化癌,滤泡性腺瘤,C
第14章 内分泌系统疾病,30,甲状腺腺瘤包括以下哪些类型),胚胎性腺瘤,胎儿性腺瘤,单纯型腺瘤,髓样癌的瘤细胞可分泌降钙素,滤泡性腺瘤,D
第14章 内分泌系统疾病,31,对于甲状腺癌的描述，下列哪些是正确）,乳头状癌的间质常有砂粒体出现,滤泡性腺癌少数情况下主要由嗜酸性,未分化癌可分为小细胞型、巨细胞型,髓样癌的瘤细胞可分泌降钙素,甲状腺癌中乳头状癌发病率最高，恶,E
第14章 内分泌系统疾病,32,结节性甲状腺肿和甲状腺瘤的诊断及鉴别要点：(1)前者呈多结节状，结节大小不一，包膜不完整，并有出血、囊性变、钙化和骨化。后者一般单发，有完整包膜。(2)前者滤泡大小不一，可见增生和复旧的变化混杂；后者滤泡大小较一致。(3)前者周围甲状腺组织无受压现象，邻近,皮肤、粘膜广泛性瘀点及瘀斑B.双侧肾,,蛛网膜下腔充满脓性渗出物D.起病急,,伴有周围循环衰竭,B
第14章 内分泌系统疾病,33,下列关于乙型脑炎的病理改变的描述，哪一项是错误的？,小血管周围有多量淋巴细胞浸润B.神,,筛状软化灶形成D.胶质结节形成E.神,,,E
第14章 内分泌系统疾病,34,小儿麻痹症病变主要累及,脊髓前角细胞B.小脑蒲肯野细胞 C.丘,,胶质小结节形成D.蛛网膜下腔见中性立克次体,,,C
第14章 内分泌系统疾病,35,下列除哪一项外都是帕金森综合症的生，并伴有A.神经元纤维缠结B.神经元空泡变性,中枢神经中乙酰胆碱相对增加 B.在黑C.Waller 变性,,黑质神经元数目减少D.黑质神经元内30. 神经元单纯性萎缩一般不常伴有,,色素性神经细胞内出现Lewy 小体细胞胞体萎缩,C
第14章 内分泌系统疾病,36,人体内吞噬灭活结核杆菌主要依靠435. 女性生殖系统结核病最常见的是,T 淋巴细胞 B. 浆细胞 C. 巨噬细胞A. 子宫颈结核 B. 子宫内膜结核 C. 阴道,,,卵巢结核E. 输卵管结核,,C
第14章 内分泌系统疾病,37,下列哪种疾病最易引起肠道狭窄,肠阿米巴病B. 肠伤寒C. 肠结核病状隆起,,,细菌性痢疾 E. 肠血吸虫病,,C
第14章 内分泌系统疾病,38,骨结核最常发生的部位是,肱骨上端 B. 胫骨上端 C. 股骨下端,,,脊柱骨 E. 指骨,,D
第14章 内分泌系统疾病,39,伤寒病变主要累及,泌尿系统 B. 呼吸系统 C. 骨髓,,,单核-吞噬细胞系统E. 消化系统,,E
第14章 内分泌系统疾病,40,急性细菌性痢疾的典型肠道病变表现为,变质性炎 B. 浆液性炎C. 化脓性炎21. 麻风,,,假膜性炎 E. 卡他性炎22. 伤寒,,D
第14章 内分泌系统疾病,41,在梅毒血管周围炎的病变中，哪些炎答案：细胞浸润最多见,巨噬细胞和类上皮细胞B. 肥大细胞和,,淋巴细胞和浆细胞D. 单核细胞，嗜酸,,浆细胞、中性粒细胞和淋巴细胞,C
第14章 内分泌系统疾病,42,晚期梅毒最常侵犯核病类型,周围神经系统B. 骨骼系统C. 消化系,,,中枢神经系统E. 心血管系统,,E
第14章 内分泌系统疾病,43,淋病是由淋球菌引起的,慢性化脓性炎 B. 急性化脓性炎C. 出,,,急性增生性炎E. 浆液纤维蛋白性炎,,B
第14章 内分泌系统疾病,44,下列哪项符合肠伤寒时形成的溃疡的形态特点,呈烧瓶状，口小底大B. 呈椭圆形，其样坏死。,,呈浅表的地图形D. 不规则边缘呈火山特征。,,呈环形或带状包绕肠管,B
第14章 内分泌系统疾病,45,病变以渗出为主，X线见锁骨下区有边缘不清的云雾状阴影是,溃疡浅表，形状不规则 B. 溃疡长轴与,,溃疡呈烧瓶状，口小底大长轴与肠管的长轴平行，孤立淋巴小结处,溃疡长轴与肠轴垂直 E. 溃疡边缘呈堤的溃疡小而圆。镜下见溃疡底部有少量坏,,E
第14章 内分泌系统疾病,46,肠结核达肌层及浆膜层，易引起肠穿孔、出血。,可合并急性肠穿孔B.可合并肠大出血（3）细菌性痢疾：病变多好发于直肠和,,两者均是D. 两者均否乙状结肠，其典型病变为早期急性卡他性,,,E
第14章 内分泌系统疾病,47,肠结核成：假膜性炎，即黏膜浅表坏死，与渗出,肉芽肿性炎 B. 急性增生性炎物中的大量纤维素、炎症细胞和红细胞及,,两者均是D. 两者均否细菌等混合形成特征性的假膜，大约在发,,,A
